,t,c,o,h,l
1317,2016-02-27,34550,34810,34850,34550
1318,2016-02-28,34550,34580,34700,34550
1319,2016-02-29,34540,34560,34620,34540
1320,2016-03-01,34540,34660,34760,34540
1321,2016-03-02,34450,34560,34570,34450
1322,2016-03-04,34250,34430,34440,34250
1323,2016-03-05,34340,34260,34340,34260
1324,2016-03-06,34260,34300,34330,34230
1325,2016-03-07,34080,34250,34250,34050
1326,2016-03-08,34240,34120,34270,34090
1327,2016-03-09,34370,34450,34460,34370
1328,2016-03-11,34270,34290,34290,34270
1329,2016-03-13,34180,34180,34270,34140
1330,2016-03-14,34290,34240,34310,34240
1331,2016-03-15,34300,34330,34370,34300
1332,2016-03-16,34250,34250,34250,34250
1333,2016-03-25,34680,34300,34750,34300
1334,2016-03-26,34660,34660,34670,34660
1335,2016-03-27,35200,35200,35200,35000
1336,2016-03-28,35130,34960,35140,34960
1337,2016-03-29,34820,34890,34890,34820
1338,2016-03-30,34850,34850,34850,34850
1339,2016-04-01,34750,34890,34940,34750
1340,2016-04-02,34490,34720,34720,34490
1341,2016-04-03,34500,34500,34610,34480
1342,2016-04-04,34760,34700,34780,34700
1343,2016-04-05,34700,34910,34930,34690
1344,2016-04-06,34650,34800,34800,34650
1345,2016-04-07,34650,34650,34650,34650
1346,2016-04-08,34690,34670,34690,34670
1347,2016-04-09,34720,34760,34800,34720
1348,2016-04-10,34700,34750,34750,34700
1349,2016-04-11,34690,34820,34820,34690
1350,2016-04-12,34660,34670,34690,34630
1351,2016-04-13,34620,34650,34650,34590
1352,2016-04-15,34640,34740,34740,34640
1353,2016-04-16,34550,34700,34700,34550
1354,2016-04-17,34510,34590,34590,34510
1355,2016-04-18,34640,34540,34640,34540
1356,2016-04-19,34580,34680,34680,34580
1357,2016-04-22,34590,34630,34630,34590
1358,2016-04-23,34690,34650,34710,34650
1359,2016-04-24,34670,34700,34730,34670
1360,2016-04-25,34600,34660,34660,34600
1361,2016-04-26,34600,34650,34650,34600
1362,2016-04-27,34570,34630,34630,34570
1363,2016-04-29,34550,34560,34570,34530
1364,2016-04-30,34510,34540,34540,34480
1365,2016-05-01,34500,34570,34620,34500
1366,2016-05-02,34470,34560,34570,34470
1367,2016-05-03,34430,34480,34480,34420
1368,2016-05-06,34440,34440,34440,34300
1369,2016-05-07,34460,34450,34510,34420
1370,2016-05-08,34450,34450,34450,34390
1371,2016-05-09,34500,34510,34540,34500
1372,2016-05-10,34490,34510,34580,34490
1373,2016-05-11,34430,34500,34500,34430
1374,2016-05-13,34400,34400,34400,34400
1375,2016-05-14,34420,34390,34420,34360
1376,2016-05-15,34390,34450,34460,34390
1377,2016-05-16,34370,34410,34410,34370
1378,2016-05-17,34370,34380,34380,34350
1379,2016-05-18,34370,34410,34420,34370
1380,2016-05-20,34390,34400,34400,34390
1381,2016-05-22,34490,34400,34500,34400
1382,2016-05-23,34550,34540,34560,34520
1383,2016-05-24,34540,34640,34640,34540
1384,2016-05-25,34550,34570,34600,34550
1385,2016-05-27,34790,34700,34840,34700
1386,2016-05-28,34700,34830,34830,34690
1387,2016-05-29,34630,34690,34710,34580
1388,2016-05-30,34650,34650,34740,34650
1389,2016-05-31,34650,34630,34650,34600
1390,2016-06-01,34710,34720,34750,34710
1391,2016-06-02,34710,34700,34710,34700
1392,2016-06-03,34710,34700,34710,34700
1393,2016-06-04,34670,34700,34700,34670
1394,2016-06-05,34530,34660,34660,34530
1395,2016-06-06,34550,34540,34580,34540
1396,2016-06-07,34580,34560,34590,34520
1397,2016-06-08,34600,34590,34600,34590
1398,2016-06-10,34610,34620,34660,34610
1399,2016-06-11,34600,34590,34600,34580
1400,2016-06-12,34530,34580,34580,34530
1401,2016-06-13,34590,34560,34600,34560
1402,2016-06-14,34600,34580,34640,34580
1403,2016-06-15,34550,34590,34590,34550
1404,2016-06-17,34540,34540,34540,34540
1405,2016-06-18,34540,34560,34570,34540
1406,2016-06-19,34550,34550,34580,34550
1407,2016-06-20,34600,34570,34610,34570
1408,2016-06-21,34630,34620,34650,34620
1409,2016-06-24,34610,34550,34610,34550
1410,2016-06-25,34850,34710,34890,34710
1411,2016-06-27,34890,34870,35000,34870
1412,2016-06-28,35190,34910,35190,34910
1413,2016-06-29,35290,35310,35370,35290
1414,2016-07-01,35160,35340,35350,35110
1415,2016-07-02,34790,35120,35120,34790
1416,2016-07-03,34870,34830,34880,34680
1417,2016-07-04,34870,34930,34930,34780
1418,2016-07-08,34830,34900,34900,34760
1419,2016-07-09,34970,34810,35030,34750
1420,2016-07-10,35010,35070,35070,34940
1421,2016-07-11,35120,35290,35290,35070
1422,2016-07-12,35010,35320,35320,34990
1423,2016-07-13,35040,35130,35220,34990
1424,2016-07-15,35110,35120,35210,35080
1425,2016-07-16,35120,35150,35150,34940
1426,2016-07-17,35150,35270,35270,34990
1427,2016-07-18,35190,35080,35230,35000
1428,2016-07-19,35130,35150,35210,35030
1429,2016-07-20,35030,35080,35180,35030
1430,2016-07-22,35090,35100,35120,35070
1431,2016-07-23,35170,35170,35170,35140
1432,2016-07-24,35110,35150,35220,35080
1433,2016-07-25,35180,35250,35250,35170
1434,2016-07-26,35180,35370,35370,35180
1435,2016-07-27,35440,35380,35440,35120
1436,2016-07-30,35380,35410,35410,35300
1437,2016-07-31,35280,35350,35370,35270
1438,2016-08-01,35400,35380,35400,35340
1439,2016-08-02,35310,35360,35420,35290
1440,2016-08-03,35170,35350,35380,35120
1441,2016-08-05,35270,35320,35320,35210
1442,2016-08-06,35330,35390,35390,35290
1443,2016-08-07,35400,35390,35420,35350
1444,2016-08-08,35450,35380,35450,35280
1445,2016-08-09,35350,35430,35490,35310
1446,2016-08-10,35380,35540,35580,35340
1447,2016-08-11,35280,35280,35280,35280
1448,2016-08-12,35520,35350,35540,35350
1449,2016-08-13,35310,35350,35490,35310
1450,2016-08-14,35430,35640,35640,35290
1451,2016-08-15,35430,35210,35490,35210
1452,2016-08-16,35420,35320,35510,35280
1453,2016-08-17,35450,35440,35530,35340
1454,2016-08-19,35120,35520,35540,35120
1455,2016-08-20,35270,35370,35510,35270
1456,2016-08-21,35470,35390,35510,35350
1457,2016-08-22,35420,35570,35570,35380
1458,2016-08-23,35430,35680,35680,35400
1459,2016-08-24,35300,35430,35480,35300
1460,2016-08-26,35560,35390,35600,35390
1461,2016-08-27,35500,35700,35700,35480
1462,2016-08-28,35550,35580,35580,35450
1463,2016-08-29,35550,35510,35640,35490
1464,2016-08-30,35550,35480,35640,35480
1465,2016-08-31,35570,35470,35630,35430
1466,2016-09-02,35590,35700,35700,35550
1467,2016-09-03,35650,35640,35650,35560
1468,2016-09-04,35520,35590,35700,35430
1469,2016-09-05,35550,35490,35610,35470
1470,2016-09-06,35540,35560,35580,35460
1471,2016-09-07,35570,35610,35610,35450
1472,2016-09-09,35450,35530,35560,35450
1473,2016-09-10,35500,35520,35550,35420
1474,2016-09-12,35610,35500,35610,35470
1475,2016-09-13,35630,35510,35630,35480
1476,2016-09-14,35720,35550,35720,35490
1477,2016-09-16,35620,35540,35630,35400
1478,2016-09-17,35600,35740,35740,35490
1479,2016-09-18,35520,35710,35710,35520
1480,2016-09-20,35600,35600,35650,35590
1481,2016-09-21,35540,35760,35760,35520
1482,2016-09-23,35630,35670,35670,35610
1483,2016-09-24,35680,35720,35740,35650
1484,2016-09-25,35700,35700,35760,35640
1485,2016-09-26,35730,35800,35800,35670
1486,2016-09-27,35610,35750,35760,35610
1487,2016-09-28,35800,35800,35810,35740
1488,2016-09-30,35830,35800,35870,35620
1489,2016-10-01,35770,35700,35860,35700
1490,2016-10-02,35810,35850,35850,35800
1491,2016-10-03,35860,35880,35880,35830
1492,2016-10-04,35870,35890,35890,35670
1493,2016-10-05,35720,35880,35880,35720
1494,2016-10-07,35850,35800,35870,35400
1495,2016-10-08,35810,35810,35820,35790
1496,2016-10-09,35850,35900,35900,35810
1497,2016-10-12,35850,35950,35950,35800
1498,2016-10-14,35880,35890,35970,35880
1499,2016-10-15,35880,35970,35980,35880
1500,2016-10-16,35850,35950,35950,35440
1501,2016-10-17,35830,35950,35950,35800
1502,2016-10-18,35850,35900,35900,35820
1503,2016-10-19,35850,35910,35920,35780
1504,2016-10-21,35880,35850,35880,35850
1505,2016-10-22,35910,35920,35920,35790
1506,2016-10-23,35950,35870,35950,35870
1507,2016-10-24,35680,35950,35980,35680
1508,2016-10-25,36050,35920,36080,35770
1509,2016-10-26,36180,35800,36180,35800
1510,2016-10-28,36080,36120,36150,36010
1511,2016-10-29,36110,36190,36190,35830
1512,2016-10-30,36190,36190,36210,36110
1513,2016-10-31,36270,36280,36280,36210
1514,2016-11-01,36230,36300,36300,36190
1515,2016-11-02,36200,36240,36270,36080
1516,2016-11-04,36230,36120,36280,36120
1517,2016-11-05,36290,36180,36290,36180
1518,2016-11-06,36250,36320,36320,36230
1519,2016-11-07,36400,35750,36460,35750
1520,2016-11-08,36480,36310,36520,36310
1521,2016-11-09,36570,36590,36590,36390
1522,2016-11-11,36480,36560,36680,36480
1523,2016-11-12,36550,36440,36590,36440
1524,2016-11-13,36680,36650,36690,36500
1525,2016-11-14,36680,36670,36700,36660
1526,2016-11-15,36740,36660,36750,36660
1527,2016-11-16,36850,36800,36920,36710
1528,2016-11-18,36810,36900,36900,36420
1529,2016-11-20,36730,36720,36760,36320
1530,2016-11-21,36770,36840,36840,36680
1531,2016-11-22,37030,36880,37110,36800
1532,2016-11-23,37180,37050,37240,37050
1533,2016-11-25,37460,37040,37490,36990
1534,2016-11-26,37910,37180,37940,37180
1535,2016-11-28,38710,38050,38740,37920
1536,2016-11-30,38290,38850,38850,37890
1537,2016-12-02,38020,38130,38150,37830
1538,2016-12-03,38950,38800,39220,38470
1539,2016-12-04,38960,38390,38990,38390
1540,2016-12-05,38880,39150,39150,38680
1541,2016-12-06,38760,38990,38990,38720
1542,2016-12-07,38990,38990,38990,38840
1543,2016-12-09,38990,39130,39130,38900
1544,2016-12-10,38910,39100,39100,38850
1545,2016-12-11,38680,39000,39000,38680
1546,2016-12-12,38970,38750,38990,38750
1547,2016-12-13,39140,39160,39200,39110
1548,2016-12-14,39280,39200,39280,39190
1549,2016-12-17,39280,39100,39310,39100
1550,2016-12-18,39170,39300,39300,39110
1551,2016-12-19,39180,39220,39320,39160
1552,2016-12-20,39780,39370,39780,39370
1553,2016-12-21,39850,39790,39910,39780
1554,2016-12-23,39880,39830,39880,39770
1555,2016-12-24,40660,40030,40680,39750
1556,2016-12-25,40720,40530,40890,40220
1557,2016-12-26,41210,40830,41210,40830
1558,2016-12-27,40750,40570,41230,40570
1559,2016-12-28,40290,40770,40770,40190
1560,2016-12-30,39480,40200,40260,39480
1561,2016-12-31,38350,39260,39260,38270
1562,2017-01-01,38790,38260,38810,38260
1563,2017-01-02,39140,38800,39190,38800
1564,2017-01-03,39000,39200,39200,38790
1565,2017-01-04,39030,39050,39080,38940
1566,2017-01-06,39040,39090,39110,39010
1567,2017-01-07,39450,39550,39560,39420
1568,2017-01-08,39650,39480,39660,39480
1569,2017-01-10,39790,39660,39790,39510
1570,2017-01-11,39790,39800,39820,39670
1571,2017-01-13,39510,39810,39850,39480
1572,2017-01-14,39440,39470,39470,39160
1573,2017-01-15,39140,39400,39410,39090
1574,2017-01-16,38340,39080,39460,38340
1575,2017-01-17,38200,38670,38670,38130
1576,2017-01-18,38240,38420,38420,38120
1577,2017-01-20,38080,38270,38370,37870
1578,2017-01-21,38330,38050,38350,37890
1579,2017-01-22,38500,38290,38590,38280
1580,2017-01-23,38540,38450,38850,38450
1581,2017-01-24,38600,38560,38640,38490
1582,2017-01-25,38580,38650,38650,38550
1583,2017-01-27,38590,38660,38730,38570
1584,2017-01-28,38510,38600,38630,38430
1585,2017-01-29,38230,38530,38530,38210
1586,2017-01-30,38210,38220,38250,38130
1587,2017-01-31,38260,38260,38310,38200
1588,2017-02-01,38240,38250,38250,38160
1589,2017-02-03,38430,38260,38440,38260
1590,2017-02-04,38520,38440,38700,38440
1591,2017-02-05,38470,38540,38560,38470
1592,2017-02-06,38360,38480,38480,38300
1593,2017-02-07,38260,38370,38370,38260
1594,2017-02-08,38260,38250,38270,38180
1595,2017-02-10,38290,38320,38360,38290
1596,2017-02-11,38230,38270,38380,38230
1597,2017-02-12,38140,38220,38230,38140
1598,2017-02-13,38080,38130,38140,38060
1599,2017-02-14,38150,38140,38250,38140
1600,2017-02-15,38110,38140,38150,38100
1601,2017-02-17,38020,38100,38110,38000
1602,2017-02-18,37930,38010,38130,37920
1603,2017-02-19,37900,37920,37920,37890
1604,2017-02-20,37870,37910,38430,37860
1605,2017-02-21,37800,38680,38680,37780
1606,2017-02-22,37800,37790,37810,37780
1607,2017-02-24,37780,37810,37820,37770
1608,2017-02-25,37810,37790,37810,37790
1609,2017-02-26,37790,37830,38200,37780
1610,2017-02-27,37790,37780,37790,37720
1611,2017-02-28,37840,37800,37850,37800
1612,2017-03-01,37830,37830,37830,37830
1613,2017-03-03,37810,37840,37850,37810
1614,2017-03-04,37740,37800,37800,37730
1615,2017-03-05,37610,37730,37730,37610
1616,2017-03-06,37460,37600,37600,37460
1617,2017-03-07,37240,37450,37450,37230
1618,2017-03-08,37490,37250,37540,37250
1619,2017-03-10,37590,37520,37660,37520
1620,2017-03-11,37490,37580,37600,37480
1621,2017-03-12,37500,37500,37510,37430
1622,2017-03-13,37630,37490,37980,37460
1623,2017-03-14,37950,37650,37970,37650
1624,2017-03-15,37570,37920,37920,37540
1625,2017-03-17,37480,37590,37590,37460
1626,2017-03-20,37480,37520,37520,37450
1627,2017-03-22,37480,37510,37510,37480
1628,2017-03-24,37670,37580,37670,37550
1629,2017-03-25,37540,37650,37680,37540
1630,2017-03-26,37640,37570,37640,37330
1631,2017-03-27,37660,38550,38550,37630
1632,2017-03-28,37520,37630,37630,37500
1633,2017-03-29,37400,37480,37480,37390
1634,2017-04-02,37690,37510,37730,37490
1635,2017-04-03,37530,37700,37700,37530
1636,2017-04-04,37650,37490,37650,37490
1637,2017-04-05,37610,37630,37650,37610
1638,2017-04-07,37610,37620,37630,37580
1639,2017-04-08,37630,37600,37640,37600
1640,2017-04-09,37630,37650,37670,37620
1641,2017-04-11,37630,37650,37650,37590
1642,2017-04-12,37590,37620,37620,37590
1643,2017-04-14,37600,37570,37610,37570
1644,2017-04-15,37550,37590,37590,37550
1645,2017-04-16,37550,37560,37570,37540
1646,2017-04-17,37500,37540,37540,37500
1647,2017-04-18,37490,37490,37510,37490
1648,2017-04-19,37480,37500,37500,37470
1649,2017-04-21,37490,37490,37500,37480
1650,2017-04-22,37530,37500,37530,37500
1651,2017-04-23,37530,37540,37540,37530
1652,2017-04-25,37600,37550,37620,37550
1653,2017-04-26,37620,37610,37620,37610
1654,2017-04-28,37730,37640,37730,37640
1655,2017-04-29,37730,37740,37820,37730
1656,2017-04-30,37670,37710,37730,37660
1657,2017-05-01,37620,37660,37680,37620
1658,2017-05-02,37650,37630,37650,37620
1659,2017-05-03,37700,37660,37700,37660
1660,2017-05-05,37630,37710,37750,37620
1661,2017-05-06,37590,37620,37620,37580
1662,2017-05-07,37570,37580,37600,37570
1663,2017-05-08,37540,37560,37570,37540
1664,2017-05-09,37570,37570,37590,37560
1665,2017-05-10,37590,37580,37600,37570
1666,2017-05-12,37590,37600,37610,37570
1667,2017-05-13,37560,37580,37600,37560
1668,2017-05-14,37540,37580,37580,37540
1669,2017-05-15,37550,37550,37580,37540
1670,2017-05-16,37710,37590,37720,37550
1671,2017-05-17,37670,37720,37730,37670
1672,2017-05-19,37410,37690,37690,37410
1673,2017-05-20,37400,37380,37400,37330
1674,2017-05-21,37350,37330,37390,37320
1675,2017-05-22,37530,37450,37580,37450
1676,2017-05-23,37480,37520,37560,37480
1677,2017-05-24,37430,37470,37470,37430
1678,2017-05-26,37430,37420,37460,37420
1679,2017-05-27,37370,37420,37450,37370
1680,2017-05-28,37380,37380,37430,37380
1681,2017-05-29,37360,37370,37380,37350
1682,2017-05-30,37340,37380,37580,37330
1683,2017-05-31,37340,37350,37350,37340
1684,2017-06-02,37320,37330,37330,37320
1685,2017-06-03,37330,37330,37330,37330
1686,2017-06-05,37300,37320,37320,37290
1687,2017-06-06,37380,37310,37390,37300
1688,2017-06-07,37370,37400,37400,37370
1689,2017-06-09,37360,37380,37380,37350
1690,2017-06-10,37350,37350,37380,37350
1691,2017-06-11,37300,37340,37350,37290
1692,2017-06-12,37270,37310,37310,37270
1693,2017-06-13,37300,37280,37310,37270
1694,2017-06-14,37310,37320,37320,37300
1695,2017-06-16,37320,37300,37340,37270
1696,2017-06-17,37500,37320,37500,37320
1697,2017-06-18,37500,37480,37610,37440
1698,2017-06-19,37450,37510,37520,37450
1699,2017-06-20,37420,37420,37420,37370
1700,2017-06-21,37440,37460,37480,37440
1701,2017-06-23,37570,37450,37580,37450
1702,2017-06-24,37540,37580,37590,37540
1703,2017-06-26,37540,37500,37540,37500
1704,2017-06-27,37590,37560,37650,37560
1705,2017-06-28,37680,37640,37680,37640
1706,2017-06-30,37890,37720,37910,37720
1707,2017-07-01,37840,37870,37880,37840
1708,2017-07-02,37790,37820,37820,37780
1709,2017-07-03,37800,37840,37860,37800
1710,2017-07-04,37880,37820,37880,37790
1711,2017-07-05,37880,37890,37920,37880
1712,2017-07-07,37890,37890,37900,37880
1713,2017-07-08,37860,37880,37890,37860
1714,2017-07-09,37880,37870,37880,37860
1715,2017-07-10,37930,37910,37960,37910
1716,2017-07-11,37900,37950,37950,37900
1717,2017-07-12,37850,37890,37890,37850
1718,2017-07-14,37820,37810,37830,37800
1719,2017-07-15,37800,37810,37830,37790
1720,2017-07-16,37790,37810,37810,37770
1721,2017-07-17,37780,37780,37790,37780
1722,2017-07-18,37770,37770,37770,37770
1723,2017-07-19,37820,37820,37820,37820
1724,2017-07-21,37760,37850,37850,37760
1725,2017-07-22,37750,37750,37750,37740
1726,2017-07-23,37720,37740,37740,37710
1727,2017-07-24,37790,37730,37790,37720
1728,2017-07-25,38000,37810,38000,37810
1729,2017-07-26,38010,38020,38040,38010
1730,2017-07-28,38070,38020,38070,38010
1731,2017-07-29,38120,38080,38130,38080
1732,2017-07-30,38130,38110,38130,38100
1733,2017-07-31,38190,38140,38210,38140
1734,2017-08-01,38210,38200,38210,38190
1735,2017-08-02,38260,38220,38260,38220
1736,2017-08-05,38210,38250,38250,38200
1737,2017-08-06,38150,38200,38200,38150
1738,2017-08-07,38110,38140,38140,38110
1739,2017-08-08,38110,38120,38130,38110
1740,2017-08-09,38150,38150,38150,38100
1741,2017-08-11,38130,38120,38130,38120
1742,2017-08-12,38120,38140,38140,38100
1743,2017-08-13,38130,38130,38130,38130
1744,2017-08-14,38170,38140,38170,38140
1745,2017-08-15,38200,38190,38200,38180
1746,2017-08-16,38200,38190,38200,38190
1747,2017-08-18,38240,38190,38240,38190
1748,2017-08-19,38280,38250,38280,38250
1749,2017-08-20,38300,38270,38320,38270
1750,2017-08-21,38300,38310,38310,38300
1751,2017-08-22,38330,38310,38330,38310
1752,2017-08-23,38380,38340,38380,38340
1753,2017-08-25,38520,38390,38520,38390
1754,2017-08-26,38590,38530,38650,38530
1755,2017-08-27,38580,38580,38600,38580
1756,2017-08-28,38630,38570,38630,38570
1757,2017-08-29,38720,38650,38720,38650
1758,2017-08-30,38740,38730,38740,38730
1759,2017-09-01,38820,38750,38820,38750
1760,2017-09-02,38900,38830,38900,38830
1761,2017-09-03,38790,38910,38930,38790
1762,2017-09-04,38820,38780,38820,38760
1763,2017-09-05,38940,38830,38960,38830
1764,2017-09-06,39040,38950,39040,38950
1765,2017-09-09,39000,39050,39060,39000
1766,2017-09-10,39000,39010,39010,38980
1767,2017-09-11,39140,39010,39170,39000
1768,2017-09-12,39200,39160,39250,39090
1769,2017-09-13,39100,39140,39140,39090
1770,2017-09-15,39040,39120,39120,39040
1771,2017-09-16,38980,39080,39080,38980
1772,2017-09-17,38970,38970,39000,38960
1773,2017-09-18,38920,38950,38950,38920
1774,2017-09-19,38930,38930,38930,38910
1775,2017-09-20,38920,38920,38920,38920
1776,2017-09-22,38930,38940,38960,38910
1777,2017-09-23,38920,38920,38930,38920
1778,2017-09-24,39000,38930,39000,38930
1779,2017-09-25,39060,39010,39130,39010
