,t,c,o,h,l
3050,2021-07-12,247490,249590,249740,247090
3051,2021-07-13,246110,247590,247640,244990
3052,2021-07-14,246990,246190,247940,246190
3053,2021-07-15,246990,246990,246990,246990
3054,2021-07-16,247290,247490,248340,247190
3055,2021-07-17,245440,246890,247640,245190
3056,2021-07-18,244670,245490,245640,244090
3057,2021-07-19,245300,244940,245440,244790
3058,2021-07-20,245190,245190,245190,245190
3059,2021-07-21,246330,246250,246340,246190
3060,2021-07-22,246280,246280,246280,246280
3061,2021-07-23,247120,246280,247340,246190
3062,2021-07-24,247790,247630,249640,247490
3063,2021-07-25,250560,247990,251040,247890
3064,2021-07-26,251720,250810,252330,250690
3065,2021-07-27,256140,251690,256240,251690
3066,2021-07-28,255990,255990,255990,255990
3067,2021-07-30,257380,260290,260640,256990
3068,2021-07-31,254890,257190,257640,254290
3069,2021-08-01,255190,255820,256640,254590
3070,2021-08-02,257330,255840,258140,255690
3071,2021-08-03,256240,257190,257340,254690
3072,2021-08-04,256240,256490,256740,255790
3073,2021-08-06,256330,254190,257130,253990
3074,2021-08-07,256790,256290,257440,252390
3075,2021-08-08,259170,256190,259940,256190
3076,2021-08-09,263190,258990,263940,258990
3077,2021-08-10,266160,264770,267630,263790
3078,2021-08-11,264320,265890,266840,262890
3079,2021-08-12,264290,264290,264290,264290
3080,2021-08-13,263320,263090,267240,262590
3081,2021-08-14,269070,263560,269480,263490
3082,2021-08-15,269130,268990,269140,268990
3083,2021-08-16,269090,269050,269140,268990
3084,2021-08-17,268990,268990,268990,268990
3085,2021-08-20,272500,269140,272500,268990
3086,2021-08-21,274580,274500,275440,273490
3087,2021-08-22,276660,274390,276940,273690
3088,2021-08-23,276490,277220,278940,275690
3089,2021-08-24,278490,277390,280940,276790
3090,2021-08-25,278990,279490,280240,277890
3091,2021-08-26,278990,278990,278990,278990
3092,2021-08-27,281990,282390,283740,281190
3093,2021-08-28,275990,281890,282040,275490
3094,2021-08-29,270690,273920,274010,269350
3095,2021-08-30,274280,273790,274310,272250
3096,2021-08-31,270350,273310,273410,270050
3097,2021-09-01,272790,271010,272910,270850
3098,2021-09-02,272910,272910,272910,272910
3099,2021-09-03,270310,272870,274110,270050
3100,2021-09-04,270670,271110,272810,270550
3101,2021-09-05,271120,270980,271510,269660
3102,2021-09-06,273810,271720,274010,270750
3103,2021-09-07,276810,275180,277310,275050
3104,2021-09-08,278410,276910,279010,276350
3105,2021-09-09,278270,278270,278270,278270
3106,2021-09-10,277210,278810,278810,276550
3107,2021-09-11,272390,277110,277210,272250
3108,2021-09-12,273130,270510,273210,269050
3109,2021-09-13,276410,274410,277310,273350
3110,2021-09-14,273170,272210,274210,272050
3111,2021-09-15,274510,273570,274510,272150
3112,2021-09-16,274460,274460,274460,274460
3113,2021-09-17,273710,276010,276410,273050
3114,2021-09-18,274710,272900,275010,272850
3115,2021-09-19,274430,274130,274510,273350
3116,2021-09-20,274070,274590,276310,273650
3117,2021-09-21,274030,274450,276310,273650
3118,2021-09-21,274070,274590,276310,273650
3119,2021-09-22,275210,274610,276110,274450
3120,2021-09-22,275210,274610,276110,274450
3121,2021-09-23,276810,275190,276810,275050
3122,2021-09-23,276810,276810,276810,276810
3123,2021-09-25,275590,276560,276810,274850
3124,2021-09-25,276760,275510,276910,275350
3125,2021-09-26,276810,276810,276810,276810
3126,2021-09-28,280560,277560,280710,277550
3127,2021-09-29,282430,281470,283210,281270
3128,2021-09-30,284710,283160,284710,282550
3129,2021-09-30,284630,283150,284710,282550
3130,2021-09-30,284710,284710,284710,284710
3131,2021-10-01,281850,283010,283510,281150
3132,2021-10-02,280460,281520,281610,279480
3133,2021-10-03,281360,279950,281680,279650
3134,2021-10-03,281380,280040,281680,279650
3135,2021-10-04,281360,281360,281360,281360
3136,2021-10-05,279380,281210,281680,279100
3137,2021-10-06,279320,279320,279320,279320
3138,2021-10-09,275690,279250,279380,275500
3139,2021-10-09,275840,275760,276280,274700
3140,2021-10-11,273360,275880,276080,272610
3141,2021-10-11,270610,273380,273680,269900
3142,2021-10-12,271670,270620,272780,270100
3143,2021-10-13,270700,272410,272480,270400
3144,2021-10-14,270870,270870,270870,270870
3145,2021-10-15,272820,272810,273280,271900
3146,2021-10-16,271810,272850,272980,271100
3147,2021-10-17,272530,271450,273180,271100
3148,2021-10-18,274750,273570,275380,273400
3149,2021-10-19,273060,274150,274180,272620
3150,2021-10-20,274210,273660,274680,273500
3151,2021-10-21,274150,274150,274150,274150
3152,2021-10-22,275980,274250,276080,274100
3153,2021-10-23,276030,276030,276030,276030
3154,2021-10-24,275630,276580,276780,275400
3155,2021-10-25,275610,275030,275780,273900
3156,2021-10-26,276870,275600,278080,275400
3157,2021-10-27,276670,277020,277080,276400
3158,2021-10-28,276570,276570,276570,276570
3159,2021-10-29,276030,276620,276680,274100
3160,2021-10-30,275760,275320,276080,274300
3161,2021-10-31,275040,276030,276380,274700
3162,2021-11-01,276030,275100,276080,275100
3163,2021-11-02,278980,275910,279280,275800
3164,2021-11-03,276570,277140,277280,276300
3165,2021-11-04,276510,276510,276510,276510
3166,2021-11-05,278230,277450,279580,277300
3167,2021-11-06,279880,278080,280080,277200
3168,2021-11-07,280250,279960,281380,279700
3169,2021-11-08,281060,280380,281780,280200
3170,2021-11-09,283760,281710,283880,281400
3171,2021-11-10,284240,283150,284480,283100
3172,2021-11-11,284240,284240,284240,284240
3173,2021-11-12,286520,284190,287480,284100
3174,2021-11-13,285240,286510,287480,284900
3175,2021-11-14,280400,283370,283550,269700
3176,2021-11-15,281480,279920,281800,279430
3177,2021-11-16,283540,283860,284000,282750
3178,2021-11-17,281400,282990,283000,281350
3179,2021-11-18,278980,278980,278980,278980
3180,2021-11-19,280870,280290,281080,280030
3181,2021-11-20,282890,280370,283400,280130
3182,2021-11-21,284400,282590,284400,281850
3183,2021-11-22,286440,285510,286600,285250
3184,2021-11-23,291660,287400,293070,287150
3185,2021-11-24,289770,290710,290820,289450
3186,2021-11-25,288080,288080,288080,288080
3187,2021-11-26,290760,292460,292800,290050
3188,2021-11-27,294720,290650,294800,290550
3189,2021-11-28,294350,294250,294900,292950
3190,2021-11-29,290540,291200,294400,287790
3191,2021-11-30,291900,289370,292500,289050
3192,2021-12-01,293390,292350,294000,292050
3193,2021-12-02,273240,273240,273240,273240
3194,2021-12-03,301670,297060,302800,297050
3195,2021-12-04,303380,303870,305100,302250
3196,2021-12-05,309710,304920,310090,304550
3197,2021-12-06,306930,308670,310600,306350
3198,2021-12-07,307010,307480,308600,306550
3199,2021-12-08,307060,307760,307760,306550
3200,2021-12-09,277040,277040,277040,277040
3201,2021-12-10,303060,307360,307800,301660
3202,2021-12-11,301600,304030,304100,300050
3203,2021-12-12,297720,300450,300900,295350
3204,2021-12-13,302220,294660,302370,294460
3205,2021-12-14,301340,305730,305890,301050
3206,2021-12-15,299500,301810,302400,298850
3207,2021-12-16,274170,274170,274170,274170
3208,2021-12-17,298680,302070,302300,298660
3209,2021-12-18,299100,297380,299600,297260
3210,2021-12-19,300710,299480,301800,298650
3211,2021-12-20,301780,301100,302500,300650
3212,2021-12-21,300770,302880,303500,300350
3213,2021-12-22,300730,301890,302100,299850
3214,2021-12-24,298160,299920,300300,297650
3215,2021-12-25,299370,298260,299800,297650
3216,2021-12-26,298570,298930,299300,298150
3217,2021-12-27,295210,296810,296900,294650
3218,2021-12-28,296590,296800,297800,296060
3219,2021-12-29,298180,297740,299100,297250
3220,2021-12-30,273880,273880,273880,273880
3221,2021-12-31,296030,297510,297700,295850
3222,2022-01-01,295480,296110,296190,293350
3223,2022-01-02,292650,294190,294300,292050
3224,2022-01-03,290320,293180,293600,289570
3225,2022-01-04,286430,289640,289800,284850
3226,2022-01-07,281070,287550,287800,280920
3227,2022-01-08,273750,279940,281800,273560
3228,2022-01-09,278820,273650,279100,272390
3229,2022-01-10,280380,283020,284300,279350
3230,2022-01-11,277090,280350,280400,276350
3231,2022-01-12,279600,278450,280280,277350
3232,2022-01-13,266620,266620,266620,266620
3233,2022-01-14,274570,279760,280000,273850
3234,2022-01-15,275080,276450,276600,273710
3235,2022-01-16,273030,271690,273290,271550
3236,2022-01-17,273430,271870,274600,271250
3237,2022-01-18,274740,274270,276100,274050
3238,2022-01-19,275140,274650,275600,274550
3239,2022-01-20,275250,275250,275250,275250
3240,2022-01-21,275080,275950,276400,274550
3241,2022-01-22,277690,274750,277800,274350
3242,2022-01-23,279650,279300,281400,278850
3243,2022-01-24,277790,278170,278800,277350
3244,2022-01-25,278580,279020,281300,278360
3245,2022-01-26,277900,277240,278100,276850
3246,2022-01-27,277710,277710,277710,277710
3247,2022-01-28,279260,282080,282800,279050
3248,2022-01-29,278820,277880,279400,277750
3249,2022-01-30,276910,278810,278990,276350
3250,2022-01-31,274600,277540,277600,273750
3251,2022-02-01,272540,273770,274200,272250
3252,2022-02-02,272810,273050,274000,271950
3253,2022-02-03,272650,272650,272650,272650
3254,2022-02-04,263480,268730,268900,263050
3255,2022-02-05,267600,261170,267800,261050
3256,2022-02-06,264600,266690,266900,263750
3257,2022-02-07,260520,262070,262400,259250
3258,2022-02-08,262240,263690,263700,260650
3259,2022-02-09,262320,262390,262400,262150
3260,2022-02-10,262270,262270,262270,262270
3261,2022-02-11,264690,262190,266400,262150
3262,2022-02-12,268670,264490,268800,264260
3263,2022-02-13,269650,270840,270860,268360
3264,2022-02-15,265090,267040,268300,264850
3265,2022-02-16,263120,264980,265300,262850
3266,2022-02-18,260060,260750,261300,259850
3267,2022-02-19,254170,258800,258800,254050
3268,2022-02-20,257920,255380,258400,254850
3269,2022-02-21,260570,258540,261900,258360
3270,2022-02-22,259490,262080,262600,259350
3271,2022-02-23,261550,261690,262100,259850
3272,2022-02-24,261440,261440,261440,261440
3273,2022-02-25,260360,260830,260900,259150
3274,2022-02-26,259850,260140,260400,259350
3275,2022-02-27,259790,259860,260300,259550
3276,2022-02-28,259650,259650,259650,259650
3277,2022-03-01,255590,258710,259000,255550
3278,2022-03-02,256070,255530,257800,255350
3279,2022-03-03,256150,256150,256150,256150
3280,2022-03-04,254240,256600,256700,253750
3281,2022-03-05,254400,252610,254400,251250
3282,2022-03-06,258110,254750,258900,254270
3283,2022-03-07,260380,258860,262600,258650
3284,2022-03-08,257590,258750,259000,254850
3285,2022-03-09,256810,257770,258300,256570
3286,2022-03-10,256960,256960,256960,256960
3287,2022-03-11,258830,257080,264390,256850
3288,2022-03-12,264360,260740,265900,260650
3289,2022-03-13,262760,262550,263100,261550
3290,2022-03-14,263680,263440,265900,263150
3291,2022-03-15,263770,262560,264400,262350
3292,2022-03-16,262240,262060,262300,262050
3293,2022-03-17,262300,262300,262300,262300
3294,2022-03-25,262870,262070,266100,261650
3295,2022-03-26,262740,262210,262750,262100
3296,2022-03-27,266450,262750,267490,262500
3297,2022-03-28,270430,267400,270700,267050
3298,2022-03-29,270500,271800,272000,269450
3299,2022-03-30,271260,270460,271500,269950
3300,2022-03-31,271140,271140,271140,271140
3301,2022-04-02,269190,270140,270200,268000
3302,2022-04-03,271950,269140,272300,269000
3303,2022-04-04,277170,272220,277400,272200
3304,2022-04-05,273940,276920,277100,273120
3305,2022-04-06,276030,273920,277300,273800
3306,2022-04-07,274830,274830,274830,274830
3307,2022-04-08,277810,276230,278300,276200
3308,2022-04-09,279950,277390,280100,276700
3309,2022-04-10,280580,279620,281800,279600
3310,2022-04-11,281130,280810,282700,280700
3311,2022-04-12,278170,281160,281200,277800
3312,2022-04-13,277910,277920,278000,277800
3313,2022-04-14,277910,277910,277910,277320
3314,2022-04-15,279280,275450,279600,275200
3315,2022-04-16,279170,278920,281400,278900
3316,2022-04-17,276690,278420,279900,276000
3317,2022-04-18,275810,276510,278100,275500
3318,2022-04-19,277460,275700,278200,275500
3319,2022-04-20,278620,277490,279200,277400
3320,2022-04-21,278640,278640,278640,278640
3321,2022-04-23,277920,278460,279300,277910
3322,2022-04-24,278420,277740,278800,277000
3323,2022-04-25,279220,278350,280600,278300
3324,2022-04-26,280920,279210,281900,279200
3325,2022-04-27,281530,280720,281800,279600
3326,2022-04-28,279800,279800,279800,279800
3327,2022-04-29,280760,280810,282300,280600
3328,2022-04-30,281580,280950,281900,280900
3329,2022-05-01,282540,281650,282600,281100
3330,2022-05-02,280210,280210,280210,280210
3331,2022-05-04,283840,282550,284100,282400
3332,2022-05-05,280560,280560,280560,280560
3333,2022-05-06,284350,285530,287100,284350
3334,2022-05-07,283650,284050,284700,283200
3335,2022-05-08,285460,285540,285700,284900
3336,2022-05-09,291070,285480,291800,285480
3337,2022-05-11,255800,255800,255800,255800
3338,2022-05-11,297640,291060,300100,291060
3339,2022-05-11,308770,298570,308900,298400
3340,2022-05-12,255900,255900,255900,255900
3341,2022-05-13,301040,304630,309020,300200
3342,2022-05-14,305670,302300,306000,299000
3343,2022-05-15,305340,306340,306600,304000
3344,2022-05-16,302320,305680,305800,302300
3345,2022-05-17,301120,301990,302000,299800
3346,2022-05-18,299020,299000,300290,293500
3347,2022-05-21,303230,302800,305500,302300
3348,2022-05-22,302440,303050,303500,300000
3349,2022-05-23,301870,303430,304200,301700
3350,2022-05-24,301240,301810,301900,299900
3351,2022-05-25,303040,302920,303600,302500
3352,2022-05-27,304050,307050,307100,303600
3353,2022-05-28,305660,303020,306800,302700
3354,2022-05-29,308360,305910,308900,305800
3355,2022-05-30,310030,308150,311100,308100
3356,2022-05-31,315180,310400,315300,309400
3357,2022-06-01,312860,315480,315600,312800
3358,2022-06-05,312960,313310,313400,310400
3359,2022-06-06,317910,313370,318390,312100
3360,2022-06-07,317030,317870,319500,316600
3361,2022-06-08,320160,317740,321100,317200
3362,2022-06-10,321540,320910,323300,320900
3363,2022-06-11,329400,322510,331000,321400
3364,2022-06-12,326640,327820,328500,325600
3365,2022-06-13,321360,324280,325500,321300
3366,2022-06-14,315680,319980,320800,315400
3367,2022-06-15,316950,317310,317800,314700
3368,2022-06-17,319940,320530,321600,318400
3369,2022-06-18,316800,319880,320400,316600
3370,2022-06-19,317100,318260,318400,316600
3371,2022-06-20,316850,318040,318600,316500
3372,2022-06-21,319780,319690,320300,318600
3373,2022-06-22,317770,320940,321000,317300
3374,2022-06-24,316740,317940,319100,316700
3375,2022-06-25,313420,316790,316900,313300
3376,2022-06-26,305120,310450,311800,304600
3377,2022-06-27,307260,306670,307900,305600
3378,2022-06-28,311750,310460,312500,309700
3379,2022-06-29,319930,317930,320300,315600
3380,2022-07-01,327210,320110,327600,320100
3381,2022-07-02,321890,326030,326900,320900
3382,2022-07-03,318200,317160,318400,312100
3383,2022-07-04,314150,318320,318500,314110
3384,2022-07-05,315330,317120,317600,314700
3385,2022-07-06,312560,317460,317600,312400
3386,2022-07-08,314720,313440,315000,313300
3387,2022-07-10,316220,314760,316600,314700
3388,2022-07-11,316080,316000,316400,315800
3389,2022-07-12,316030,316890,316900,315900
3390,2022-07-13,320770,319470,320800,319300
3391,2022-07-15,322150,324350,324600,322000
3392,2022-07-16,321260,320190,321800,318300
3393,2022-07-18,318240,319350,319800,318100
3394,2022-07-19,318000,318180,319100,317400
3395,2022-07-20,318700,318870,319800,318600
3396,2022-07-22,320420,321350,321700,320300
3397,2022-07-23,320470,320390,321200,319300
3398,2022-07-24,318480,320120,320300,318300
3399,2022-07-25,319630,318640,320300,318500
3400,2022-07-26,320050,319310,320100,319300
3401,2022-07-27,319210,319150,319600,319000
3402,2022-07-29,319470,319120,319900,319000
3403,2022-07-30,317760,319450,319600,317700
3404,2022-07-31,317030,317420,317700,316300
3405,2022-08-01,316490,317720,318100,316400
3406,2022-08-02,311750,314590,315200,311300
3407,2022-08-03,315070,314290,315800,313110
3408,2022-08-05,315620,315420,317700,315400
3409,2022-08-08,317990,322050,322100,317700
3410,2022-08-09,311580,313760,313900,310700
3411,2022-08-10,311810,312030,312100,309900
3412,2022-08-12,304390,310700,310900,304300
3413,2022-08-13,303110,301390,303300,300100
3414,2022-08-14,302030,305160,305300,300400
3415,2022-08-15,302380,304530,305500,302200
3416,2022-08-16,297730,298520,299300,297100
3417,2022-08-17,300350,300190,300400,299400
3418,2022-08-19,288080,292450,292700,288000
3419,2022-08-20,290510,281220,291080,281200
3420,2022-08-21,293440,294740,297800,292400
3421,2022-08-22,293350,294470,296000,291200
3422,2022-08-23,290870,291010,291300,290300
3423,2022-08-24,297120,295450,297700,293800
3424,2022-08-26,298240,302740,303700,298000
3425,2022-08-27,295740,297270,298600,294900
3426,2022-08-28,297120,295210,297900,294900
3427,2022-08-29,298580,296490,298800,295100
3428,2022-08-30,299530,302000,302300,299400
3429,2022-08-31,299030,298840,299100,298400
3430,2022-09-01,298470,298470,298470,298470
3431,2022-09-02,299930,299290,300900,298800
3432,2022-09-03,302640,300920,303300,300900
3433,2022-09-04,302260,302370,302500,297410
3434,2022-09-05,302420,302040,303100,301100
3435,2022-09-06,302150,301150,302600,299700
3436,2022-09-07,302380,301410,303100,300900
3437,2022-09-08,302410,302410,302410,302410
3438,2022-09-09,303880,304470,307490,303600
3439,2022-09-10,309100,303780,309100,303700
3440,2022-09-11,309760,309240,310100,307100
3441,2022-09-12,317060,310100,317600,309700
3442,2022-09-13,313750,315720,315900,312100
3443,2022-09-14,315540,315900,316800,315410
3444,2022-09-15,315560,315560,315560,315560
3445,2022-09-17,315420,319140,319590,315210
3446,2022-09-18,316540,315370,317000,314600
3447,2022-09-19,316740,317270,317600,315400
3448,2022-09-20,317130,316300,317300,315600
3449,2022-09-21,316730,316050,317800,314900
3450,2022-09-22,316660,316660,316660,316660
3451,2022-09-23,316990,317300,318900,316400
3452,2022-09-24,317010,317010,317010,317010
3453,2022-09-25,316860,315910,317600,315910
3454,2022-09-26,316810,316810,316810,316810
3455,2022-09-27,318330,317270,318600,317100
3456,2022-09-28,318440,318450,318600,318400
3457,2022-09-29,318480,318480,318480,318480
3458,2022-09-30,331100,321520,331900,321400
3459,2022-10-01,331520,327310,332600,325700
3460,2022-10-02,332420,333530,334600,330700
3461,2022-10-03,330950,333160,333300,330400
3462,2022-10-04,331020,331020,331020,331020
3463,2022-10-05,326690,327010,327100,325900
3464,2022-10-07,326210,328190,328190,325420
3465,2022-10-08,323070,326150,326180,322900
3466,2022-10-09,324910,323120,325700,320800
3467,2022-10-10,327410,324950,328200,324720
3468,2022-10-11,326480,327070,327600,325600
3469,2022-10-12,329540,326210,329590,326100
3470,2022-10-13,329460,329460,329460,329460
3471,2022-10-14,328100,328590,328700,327400
3472,2022-10-15,331210,329210,331600,328900
3473,2022-10-16,328570,329710,329900,328300
3474,2022-10-17,328450,327020,328600,326400
3475,2022-10-18,327940,329410,329600,327900
3476,2022-10-19,326510,327210,327300,325700
3477,2022-10-20,326550,326550,326550,326550
3478,2022-10-21,327690,326410,328700,326400
3479,2022-10-22,328120,328460,329100,327530
3480,2022-10-23,327630,327300,328090,326200
3481,2022-10-24,328700,327940,328900,327710
3482,2022-10-25,328880,328800,329000,327800
3483,2022-10-26,330570,330210,330900,329900
3484,2022-10-27,330520,330520,330520,330520
3485,2022-10-28,329230,330020,330900,329100
3486,2022-10-29,329740,329040,330100,328300
3487,2022-10-30,332450,330030,332800,329900
3488,2022-10-31,334720,333590,334900,332900
3489,2022-11-01,346060,338840,346600,338710
3490,2022-11-02,348640,347140,349100,344900
3491,2022-11-04,362130,352410,370090,352400
3492,2022-11-05,362640,360780,363100,357400
3493,2022-11-06,361970,361510,362200,360930
3494,2022-11-07,361830,367030,367600,361400
3495,2022-11-08,354010,361560,362600,353950
3496,2022-11-09,350590,354220,354220,348350
3497,2022-11-10,350590,350590,350590,350590
3498,2022-11-11,349390,351170,351320,348790
3499,2022-11-12,354420,348960,355620,348650
3500,2022-11-13,358010,353980,358520,352850
3501,2022-11-14,355950,352093,356604,351685
3502,2022-11-15,354669,355411,355671,353117
3503,2022-11-16,349704,356902,357176,348636
3504,2022-11-17,347510,347510,347510,347510
3505,2022-11-18,353071,352440,354206,351280
3506,2022-11-19,353091,352440,354206,351280
3507,2022-11-19,353335,353221,355901,351163
3508,2022-11-20,357042,355368,357704,354056
3509,2022-11-21,356580,355152,356852,352805
3510,2022-11-22,355126,357234,357380,353988
3511,2022-11-23,354593,352352,356357,352258
3512,2022-11-24,349900,349900,349900,349900
3513,2022-11-26,360114,355046,360630,354246
3514,2022-11-26,358650,360144,362728,357900
3515,2022-11-27,360350,361350,362250,359200
3516,2022-11-28,355050,360650,361050,358000
3517,2022-11-29,357000,354050,357124,353157
3518,2022-11-30,358880,351956,360710,351774
3519,2022-12-01,357950,357950,357950,357950
3520,2022-12-02,358130,357470,360590,357320
3521,2022-12-03,363110,358020,363590,357520
3522,2022-12-04,363150,362950,364790,362320
3523,2022-12-05,361870,363890,363890,361320
3524,2022-12-06,362890,361880,362890,360420
3525,2022-12-07,363960,362540,364090,362420
3526,2022-12-09,370230,367590,370590,367020
3527,2022-12-10,372820,370470,373690,369520
3528,2022-12-11,379560,373820,379590,373320
3529,2022-12-12,385170,380080,385590,379320
3530,2022-12-13,379300,375070,380720,369980
3531,2022-12-13,383390,386060,388290,378120
3532,2022-12-14,378280,383770,389260,376200
3533,2022-12-15,378280,378280,378280,378280
3534,2022-12-16,395360,387380,395590,386820
3535,2022-12-17,393270,394940,396090,391220
3536,2022-12-18,396790,392560,397090,392320
3537,2022-12-19,391460,396610,396890,388220
3538,2022-12-20,396330,390890,397660,390020
3539,2022-12-21,397610,398770,398890,396720
3540,2022-12-22,390500,390500,390500,390500
3541,2022-12-23,406130,401860,406390,401520
3542,2022-12-24,410030,406060,412090,405620
3543,2022-12-25,414940,415470,419090,411820
3544,2022-12-26,397210,397210,397210,397210
3545,2022-12-27,443230,423260,443830,423020
3546,2022-12-28,418960,418960,418960,418960
3547,2022-12-28,434360,440230,442090,429320
3548,2022-12-29,416150,416150,416150,416150
3549,2022-12-30,398330,415440,415590,393820
3550,2022-12-31,411740,400030,413090,397020
3551,2023-01-01,409530,409530,409590,409320
3552,2023-01-02,397380,409350,409590,394420
3553,2023-01-03,397550,400910,401100,394310
3554,2023-01-04,400620,393590,401100,393320
3555,2023-01-05,394830,394830,394830,394830
3556,2023-01-06,413670,402750,414100,402040
3557,2023-01-07,410890,416950,419400,408500
3558,2023-01-08,406800,412340,413100,404000
3559,2023-01-10,408300,408860,412100,407600
3560,2023-01-10,411280,408310,411400,406800
3561,2023-01-11,411620,411550,412500,410300
3562,2023-01-13,409330,409320,409900,407800
3563,2023-01-14,409770,408680,410100,407800
3564,2023-01-15,411170,409510,411400,409010
3565,2023-01-16,418810,415370,419100,414620
3566,2023-01-17,431800,419870,432100,419620
3567,2023-01-18,428320,427710,430900,426750
3568,2023-01-20,448450,430880,448880,430600
3569,2023-01-21,449400,449920,454600,444800
3570,2023-01-22,448320,446460,451600,444800
3571,2023-01-23,435850,447890,448570,435300
3572,2023-01-24,437620,430600,441400,427410
3573,2023-01-25,445560,436430,447100,436300
3574,2023-01-27,438010,449170,449300,437300
3575,2023-01-28,448210,437520,449300,437000
3576,2023-01-29,446050,448890,450400,443800
3577,2023-01-30,447300,445400,447400,443300
3578,2023-01-31,447040,446860,448390,444300
3579,2023-02-01,450100,448370,450600,447600
3580,2023-02-03,448240,449090,449900,448100
3581,2023-02-04,447300,448510,448800,444450
3582,2023-02-05,449400,447490,449600,447300
3583,2023-02-06,442370,446040,447600,442110
3584,2023-02-07,445610,443020,446800,442330
3585,2023-02-08,449540,448430,450600,448000
3586,2023-02-11,460400,454580,460400,454300
3587,2023-02-12,456050,456520,458100,455800
3588,2023-02-13,459070,456970,459100,456800
3589,2023-02-14,472170,458810,472400,458800
3590,2023-02-16,451120,450350,451300,450100
3591,2023-02-16,476480,472480,477500,472400
3592,2023-02-17,476710,478600,480600,474800
3593,2023-02-18,491090,481210,491300,480810
3594,2023-02-19,499020,496810,501100,492100
3595,2023-02-20,498910,498930,499100,497600
3596,2023-02-21,511050,499950,512100,498210
3597,2023-02-22,522320,512510,525100,510800
3598,2023-02-24,540400,540330,540600,540300
3599,2023-02-25,584930,572990,600600,555800
3600,2023-02-26,584380,574520,587100,566300
3601,2023-02-27,559340,581930,583600,559300
3602,2023-02-28,556510,556430,556600,556300
3603,2023-03-01,556550,556600,556600,556300
3604,2023-03-03,556450,556540,556600,556300
3605,2023-03-04,509000,556500,556500,509000
3606,2023-03-05,511040,506000,514090,502860
3607,2023-03-06,503480,490870,506590,481300
3608,2023-03-07,509070,509030,517100,503800
3609,2023-03-08,497950,505790,506100,497300
3610,2023-03-10,446410,476490,476600,442300
3611,2023-03-11,445050,439310,460100,421800
3612,2023-03-12,452840,437810,455560,437800
3613,2023-03-13,470800,452980,471100,452800
3614,2023-03-14,469470,474960,475100,460810
3615,2023-03-15,465570,462100,465600,457300
3616,2023-03-17,469090,471580,474100,467800
3617,2023-03-18,480910,469930,481100,469800
3618,2023-03-22,481070,481100,481100,465300
3619,2023-03-22,481070,481100,481100,465300
3620,2023-03-24,508390,480850,519100,465300
3621,2023-03-25,507910,510040,510600,506300
3622,2023-03-26,510920,515380,516100,509800
3623,2023-03-27,511900,511880,511900,511600
3624,2023-03-28,511750,511750,511900,511600
3625,2023-03-29,549040,511850,550600,511600
3626,2023-03-31,544570,544490,544600,544300
3627,2023-04-01,544510,544520,544600,544300
3628,2023-04-02,518040,544460,544600,511010
3629,2023-04-03,511080,517870,518100,498800
3630,2023-04-04,511080,510820,516100,508440
3631,2023-04-05,507990,503570,508100,499810
3632,2023-04-06,507060,522530,538000,395220
3633,2023-04-07,510990,512370,514600,505870
3634,2023-04-08,503080,509820,511600,502800
3635,2023-04-09,504600,503310,506600,496800
3636,2023-04-10,508880,509810,514600,506820
3637,2023-04-11,510540,511990,513600,508800
3638,2023-04-12,510070,510350,511600,508560
3639,2023-04-14,509420,512900,513050,507800
3640,2023-04-15,512590,505960,514600,503800
3641,2023-04-16,514550,512370,519100,512300
3642,2023-04-17,517570,514400,517600,510800
3643,2023-04-18,517080,518430,519600,516800
3644,2023-04-19,513880,516910,517100,513800
3645,2023-04-21,516350,516560,516600,516300
3646,2023-04-22,517460,517900,518600,517300
3647,2023-04-23,517320,517450,517600,512800
3648,2023-04-25,517810,518530,518600,516800
3649,2023-04-25,523860,518020,524100,517800
3650,2023-04-26,535050,526520,535600,526400
3651,2023-04-27,532830,532960,533090,532830
3652,2023-04-28,543940,536520,547100,536300
3653,2023-04-29,549090,541900,549100,541800
3654,2023-04-30,557350,552010,558600,551800
3655,2023-05-01,546450,554600,554600,545800
3656,2023-05-02,540200,539820,542600,538800
3657,2023-05-03,541800,544560,545100,541120
3658,2023-05-04,536840,536935,537030,536840
3659,2023-05-05,533410,541050,541100,533300
3660,2023-05-06,527520,531950,532100,526300
3661,2023-05-07,535870,527590,536100,527300
3662,2023-05-08,531720,531950,536100,531300
3663,2023-05-09,529510,531910,533100,525300
3664,2023-05-10,530410,530320,532100,528800
3665,2023-05-11,530360,530360,530360,530360
3666,2023-05-12,520850,519080,522600,518800
3667,2023-05-13,513810,524520,525590,513800
3668,2023-05-14,521060,515570,521600,514300
3669,2023-05-15,515020,515090,515100,514800
3670,2023-05-16,511600,515070,515300,510300
3671,2023-05-17,512090,512860,513100,510500
3672,2023-05-18,510980,510980,510980,510980
3673,2023-05-19,514550,511940,515600,509800
3674,2023-05-20,518530,515390,522600,515310
3675,2023-05-21,523310,522480,526100,522300
3676,2023-05-22,522510,524990,525600,521300
3677,2023-05-23,515040,522610,523100,514820
3678,2023-05-24,516190,514470,516600,514300
3679,2023-05-25,514320,514320,514320,514320
3680,2023-05-26,519930,518190,529800,518100
3681,2023-05-27,515170,519680,519890,515100
3682,2023-05-28,518350,513050,519100,512110
3683,2023-05-29,513420,514030,515600,512800
3684,2023-05-30,509580,509400,511600,508300
