t,c,o,h,l
2022-06-21,319780,319690,320300,318600
2022-06-22,317770,320940,321000,317300
2022-06-24,316740,317940,319100,316700
2022-06-25,313420,316790,316900,313300
2022-06-26,305120,310450,311800,304600
2022-06-27,307260,306670,307900,305600
2022-06-28,311750,310460,312500,309700
2022-06-29,319930,317930,320300,315600
2022-07-01,327210,320110,327600,320100
2022-07-02,321890,326030,326900,320900
2022-07-03,318200,317160,318400,312100
2022-07-04,314150,318320,318500,314110
2022-07-05,315330,317120,317600,314700
2022-07-06,312560,317460,317600,312400
2022-07-08,314720,313440,315000,313300
2022-07-10,316220,314760,316600,314700
2022-07-11,316080,316000,316400,315800
2022-07-12,316030,316890,316900,315900
2022-07-13,320770,319470,320800,319300
2022-07-15,322150,324350,324600,322000
2022-07-16,321260,320190,321800,318300
2022-07-18,318240,319350,319800,318100
2022-07-19,318000,318180,319100,317400
2022-07-20,318700,318870,319800,318600
2022-07-22,320420,321350,321700,320300
2022-07-23,320470,320390,321200,319300
2022-07-24,318480,320120,320300,318300
2022-07-25,319630,318640,320300,318500
2022-07-26,320050,319310,320100,319300
2022-07-27,319210,319150,319600,319000
2022-07-29,319470,319120,319900,319000
2022-07-30,317760,319450,319600,317700
2022-07-31,317030,317420,317700,316300
2022-08-01,316490,317720,318100,316400
2022-08-02,311750,314590,315200,311300
2022-08-03,315070,314290,315800,313110
2022-08-05,315620,315420,317700,315400
2022-08-08,317990,322050,322100,317700
2022-08-09,311580,313760,313900,310700
2022-08-10,311810,312030,312100,309900
2022-08-12,304390,310700,310900,304300
2022-08-13,303110,301390,303300,300100
2022-08-14,302030,305160,305300,300400
2022-08-15,302380,304530,305500,302200
2022-08-16,297730,298520,299300,297100
2022-08-17,300350,300190,300400,299400
2022-08-19,288080,292450,292700,288000
2022-08-20,290510,281220,291080,281200
2022-08-21,293440,294740,297800,292400
2022-08-22,293350,294470,296000,291200
2022-08-23,290870,291010,291300,290300
2022-08-24,297120,295450,297700,293800
2022-08-26,298240,302740,303700,298000
2022-08-27,295740,297270,298600,294900
2022-08-28,297120,295210,297900,294900
2022-08-29,298580,296490,298800,295100
2022-08-30,299530,302000,302300,299400
2022-08-31,299030,298840,299100,298400
2022-09-01,298470,298470,298470,298470
2022-09-02,299930,299290,300900,298800
2022-09-03,302640,300920,303300,300900
2022-09-04,302260,302370,302500,297410
2022-09-05,302420,302040,303100,301100
2022-09-06,302150,301150,302600,299700
2022-09-07,302380,301410,303100,300900
2022-09-08,302410,302410,302410,302410
2022-09-09,303880,304470,307490,303600
2022-09-10,309100,303780,309100,303700
2022-09-11,309760,309240,310100,307100
2022-09-12,317060,310100,317600,309700
2022-09-13,313750,315720,315900,312100
2022-09-14,315540,315900,316800,315410
2022-09-15,315560,315560,315560,315560
2022-09-17,315420,319140,319590,315210
2022-09-18,316540,315370,317000,314600
2022-09-19,316740,317270,317600,315400
2022-09-20,317130,316300,317300,315600
2022-09-21,316730,316050,317800,314900
2022-09-22,316660,316660,316660,316660
2022-09-23,316990,317300,318900,316400
2022-09-24,317010,317010,317010,317010
2022-09-25,316860,315910,317600,315910
2022-09-26,316810,316810,316810,316810
2022-09-27,318330,317270,318600,317100
2022-09-28,318440,318450,318600,318400
2022-09-29,318480,318480,318480,318480
2022-09-30,331100,321520,331900,321400
2022-10-01,331520,327310,332600,325700
2022-10-02,332420,333530,334600,330700
2022-10-03,330950,333160,333300,330400
2022-10-04,331020,331020,331020,331020
2022-10-05,326690,327010,327100,325900
2022-10-07,326210,328190,328190,325420
2022-10-08,323070,326150,326180,322900
2022-10-09,324910,323120,325700,320800
2022-10-10,327410,324950,328200,324720
2022-10-11,326480,327070,327600,325600
2022-10-12,329540,326210,329590,326100
2022-10-13,329460,329460,329460,329460
2022-10-14,328100,328590,328700,327400
2022-10-15,331210,329210,331600,328900
2022-10-16,328570,329710,329900,328300
2022-10-17,328450,327020,328600,326400
2022-10-18,327940,329410,329600,327900
2022-10-19,326510,327210,327300,325700
2022-10-20,326550,326550,326550,326550
2022-10-21,327690,326410,328700,326400
2022-10-22,328120,328460,329100,327530
2022-10-23,327630,327300,328090,326200
2022-10-24,328700,327940,328900,327710
2022-10-25,328880,328800,329000,327800
2022-10-26,330570,330210,330900,329900
2022-10-27,330520,330520,330520,330520
2022-10-28,329230,330020,330900,329100
2022-10-29,329740,329040,330100,328300
2022-10-30,332450,330030,332800,329900
2022-10-31,334720,333590,334900,332900
2022-11-01,346060,338840,346600,338710
2022-11-02,348640,347140,349100,344900
2022-11-04,362130,352410,370090,352400
2022-11-05,362640,360780,363100,357400
2022-11-06,361970,361510,362200,360930
2022-11-07,361830,367030,367600,361400
2022-11-08,354010,361560,362600,353950
2022-11-09,350590,354220,354220,348350
2022-11-10,350590,350590,350590,350590
2022-11-11,349390,351170,351320,348790
2022-11-12,354420,348960,355620,348650
2022-11-13,358010,353980,358520,352850
2022-11-14,355950,352093,356604,351685
2022-11-15,354669,355411,355671,353117
2022-11-16,349704,356902,357176,348636
2022-11-17,347510,347510,347510,347510
2022-11-18,353071,352440,354206,351280
2022-11-19,353091,352440,354206,351280
2022-11-19,353335,353221,355901,351163
2022-11-20,357042,355368,357704,354056
2022-11-21,356580,355152,356852,352805
2022-11-22,355126,357234,357380,353988
2022-11-23,354593,352352,356357,352258
2022-11-24,349900,349900,349900,349900
2022-11-26,360114,355046,360630,354246
2022-11-26,358650,360144,362728,357900
2022-11-27,360350,361350,362250,359200
2022-11-28,355050,360650,361050,358000
2022-11-29,357000,354050,357124,353157
2022-11-30,358880,351956,360710,351774
2022-12-01,357950,357950,357950,357950
2022-12-02,358130,357470,360590,357320
2022-12-03,363110,358020,363590,357520
2022-12-04,363150,362950,364790,362320
2022-12-05,361870,363890,363890,361320
2022-12-06,362890,361880,362890,360420
2022-12-07,363960,362540,364090,362420
2022-12-09,370230,367590,370590,367020
2022-12-10,372820,370470,373690,369520
2022-12-11,379560,373820,379590,373320
2022-12-12,385170,380080,385590,379320
2022-12-13,379300,375070,380720,369980
2022-12-13,383390,386060,388290,378120
2022-12-14,378280,383770,389260,376200
2022-12-15,378280,378280,378280,378280
2022-12-16,395360,387380,395590,386820
2022-12-17,393270,394940,396090,391220
2022-12-18,396790,392560,397090,392320
2022-12-19,391460,396610,396890,388220
2022-12-20,396330,390890,397660,390020
2022-12-21,397610,398770,398890,396720
2022-12-22,390500,390500,390500,390500
2022-12-23,406130,401860,406390,401520
2022-12-24,410030,406060,412090,405620
2022-12-25,414940,415470,419090,411820
2022-12-26,397210,397210,397210,397210
2022-12-27,443230,423260,443830,423020
2022-12-28,418960,418960,418960,418960
2022-12-28,434360,440230,442090,429320
2022-12-29,416150,416150,416150,416150
2022-12-30,398330,415440,415590,393820
2022-12-31,411740,400030,413090,397020
2023-01-01,409530,409530,409590,409320
2023-01-02,397380,409350,409590,394420
2023-01-03,397550,400910,401100,394310
2023-01-04,400620,393590,401100,393320
2023-01-05,394830,394830,394830,394830
2023-01-06,413670,402750,414100,402040
2023-01-07,410890,416950,419400,408500
2023-01-08,406800,412340,413100,404000
2023-01-10,408300,408860,412100,407600
2023-01-10,411280,408310,411400,406800
2023-01-11,411620,411550,412500,410300
2023-01-13,409330,409320,409900,407800
2023-01-14,409770,408680,410100,407800
2023-01-15,411170,409510,411400,409010
2023-01-16,418810,415370,419100,414620
2023-01-17,431800,419870,432100,419620
2023-01-18,428320,427710,430900,426750
2023-01-20,448450,430880,448880,430600
2023-01-21,449400,449920,454600,444800
2023-01-22,448320,446460,451600,444800
2023-01-23,435850,447890,448570,435300
2023-01-24,437620,430600,441400,427410
2023-01-25,445560,436430,447100,436300
2023-01-27,438010,449170,449300,437300
2023-01-28,448210,437520,449300,437000
2023-01-29,446050,448890,450400,443800
2023-01-30,447300,445400,447400,443300
2023-01-31,447040,446860,448390,444300
2023-02-01,450100,448370,450600,447600
2023-02-03,448240,449090,449900,448100
2023-02-04,447300,448510,448800,444450
2023-02-05,449400,447490,449600,447300
2023-02-06,442370,446040,447600,442110
2023-02-07,445610,443020,446800,442330
2023-02-08,449540,448430,450600,448000
2023-02-11,460400,454580,460400,454300
2023-02-12,456050,456520,458100,455800
2023-02-13,459070,456970,459100,456800
2023-02-14,472170,458810,472400,458800
2023-02-16,451120,450350,451300,450100
2023-02-16,476480,472480,477500,472400
2023-02-17,476710,478600,480600,474800
2023-02-18,491090,481210,491300,480810
2023-02-19,499020,496810,501100,492100
2023-02-20,498910,498930,499100,497600
2023-02-21,511050,499950,512100,498210
2023-02-22,522320,512510,525100,510800
2023-02-24,540400,540330,540600,540300
2023-02-25,584930,572990,600600,555800
2023-02-26,584380,574520,587100,566300
2023-02-27,559340,581930,583600,559300
2023-02-28,556510,556430,556600,556300
2023-03-01,556550,556600,556600,556300
2023-03-03,556450,556540,556600,556300
2023-03-04,509000,556500,556500,509000
2023-03-05,511040,506000,514090,502860
2023-03-06,503480,490870,506590,481300
2023-03-07,509070,509030,517100,503800
2023-03-08,497950,505790,506100,497300
2023-03-10,446410,476490,476600,442300
2023-03-11,445050,439310,460100,421800
2023-03-12,452840,437810,455560,437800
2023-03-13,470800,452980,471100,452800
2023-03-14,469470,474960,475100,460810
2023-03-15,465570,462100,465600,457300
2023-03-17,469090,471580,474100,467800
2023-03-18,480910,469930,481100,469800
2023-03-22,481070,481100,481100,465300
2023-03-22,481070,481100,481100,465300
2023-03-24,508390,480850,519100,465300
2023-03-25,507910,510040,510600,506300
2023-03-26,510920,515380,516100,509800
2023-03-27,511900,511880,511900,511600
2023-03-28,511750,511750,511900,511600
2023-03-29,549040,511850,550600,511600
2023-03-31,544570,544490,544600,544300
2023-04-01,544510,544520,544600,544300
2023-04-02,518040,544460,544600,511010
2023-04-03,511080,517870,518100,498800
2023-04-04,511080,510820,516100,508440
2023-04-05,507990,503570,508100,499810
2023-04-06,507060,522530,538000,395220
2023-04-07,510990,512370,514600,505870
2023-04-08,503080,509820,511600,502800
2023-04-09,504600,503310,506600,496800
2023-04-10,508880,509810,514600,506820
2023-04-11,510540,511990,513600,508800
2023-04-12,510070,510350,511600,508560
2023-04-14,509420,512900,513050,507800
2023-04-15,512590,505960,514600,503800
2023-04-16,514550,512370,519100,512300
2023-04-17,517570,514400,517600,510800
2023-04-18,517080,518430,519600,516800
2023-04-19,513880,516910,517100,513800
2023-04-21,516350,516560,516600,516300
2023-04-22,517460,517900,518600,517300
2023-04-23,517320,517450,517600,512800
2023-04-25,517810,518530,518600,516800
2023-04-25,523860,518020,524100,517800
2023-04-26,535050,526520,535600,526400
2023-04-27,532830,532960,533090,532830
2023-04-28,543940,536520,547100,536300
2023-04-29,549090,541900,549100,541800
2023-04-30,557350,552010,558600,551800
2023-05-01,546450,554600,554600,545800
2023-05-02,540200,539820,542600,538800
2023-05-03,541800,544560,545100,541120
2023-05-04,536840,536935,537030,536840
2023-05-05,533410,541050,541100,533300
2023-05-06,527520,531950,532100,526300
2023-05-07,535870,527590,536100,527300
2023-05-08,531720,531950,536100,531300
2023-05-09,529510,531910,533100,525300
2023-05-10,530410,530320,532100,528800
2023-05-11,530360,530360,530360,530360
2023-05-12,520850,519080,522600,518800
2023-05-13,513810,524520,525590,513800
2023-05-14,521060,515570,521600,514300
2023-05-15,515020,515090,515100,514800
2023-05-16,511600,515070,515300,510300
2023-05-17,512090,512860,513100,510500
2023-05-18,510980,510980,510980,510980
2023-05-19,514550,511940,515600,509800
2023-05-20,518530,515390,522600,515310
2023-05-21,523310,522480,526100,522300
2023-05-22,522510,524990,525600,521300
2023-05-23,515040,522610,523100,514820
2023-05-24,516190,514470,516600,514300
2023-05-25,514320,514320,514320,514320
2023-05-26,519930,518190,529800,518100
2023-05-27,515170,519680,519890,515100
2023-05-28,518350,513050,519100,512110
2023-05-29,513420,514030,515600,512800
2023-05-30,509580,509400,511600,508300
2023-05-31,513330,513110,513600,511300
2023-06-01,510890,510890,510890,510890
2023-06-02,508560,511730,512300,508300
2023-06-03,509250,512090,512100,505800
2023-06-04,511360,511040,512600,507800
2023-06-05,510060,510940,519900,509300
2023-06-06,496350,508560,508590,496110
2023-06-07,492900,498540,498600,491300
2023-06-08,490840,490840,490840,490840
2023-06-09,493390,495940,496560,492900
2023-06-10,470090,490530,492100,468800
2023-06-11,481970,473540,483100,470800
2023-06-12,499100,484440,500100,484300
2023-06-13,488580,493320,499100,484800
2023-06-14,488020,486340,488600,486300
2023-06-15,488100,488100,488100,488010
2023-06-16,493400,494510,499600,491800
2023-06-17,492280,495890,496100,491970
2023-06-18,486810,489740,489950,485500
2023-06-19,489740,486320,490600,485450
2023-06-20,485880,486770,489100,485800
2023-06-21,497310,495840,497600,494300
2023-06-22,497130,497130,497130,497130
2023-06-23,512880,500590,513070,497970
2023-06-24,499510,505820,506600,499300
2023-06-25,497970,499530,500100,495800
2023-06-26,492920,499300,499600,492800
2023-06-27,492350,492960,493100,490800
2023-06-28,492800,493040,493100,492800
2023-06-30,498320,492940,498600,492800
2023-07-01,499930,501010,501600,499300
2023-07-02,502990,503810,504100,502300
2023-07-03,502840,503090,503100,499300
2023-07-04,503100,501040,503300,500360
2023-07-05,503130,503130,503130,500950
2023-07-06,503130,503130,503130,503130
2023-07-07,497140,499615,502090,496660
2023-07-08,499630,499765,499900,495620
2023-07-09,498290,498980,499670,496610
2023-07-10,491460,494875,498290,490400
2023-07-11,492430,492900,493370,489620
2023-07-12,492610,492755,492900,491660
2023-07-13,492610,492610,492610,492610
2023-07-14,488390,491140,493890,487900
2023-07-15,483700,486045,488390,483270
2023-07-16,488180,488250,488320,483700
2023-07-17,488170,489415,490660,484870
2023-07-18,484700,486435,488170,484600
2023-07-19,486370,486620,486870,482680
2023-07-20,486370,486370,486370,486370
2023-07-21,485810,486855,487900,485600
2023-07-22,483360,484585,485810,481660
2023-07-23,486140,486270,486400,480160
2023-07-24,488370,488620,488870,483900
2023-07-25,490250,490925,491600,488370
2023-07-26,488990,489995,491000,488990
2023-07-27,488990,488990,488990,488990
2023-07-28,491120,491400,491680,488770
2023-07-29,487970,489700,491430,487550
2023-07-30,493660,493660,493660,487410
2023-07-31,500700,501845,502990,493660
2023-08-01,500700,500700,500700,500700
2023-08-04,494700,496575,498450,494700
2023-08-05,496320,496905,497490,494510
2023-08-06,496440,496915,497390,495750
2023-08-07,493500,494970,496440,492700
2023-08-08,495420,495945,496470,493250
2023-08-09,496590,496660,496730,495420
2023-08-10,496730,496730,496730,496590
2023-08-11,485410,491070,496730,483810
2023-08-12,491420,492205,492990,485410
2023-08-13,492960,493455,493950,491370
2023-08-14,492480,492965,493450,490980
2023-08-15,489440,491945,494450,489070
2023-08-16,488580,489025,489470,487390
2023-08-17,488580,488580,488580,488580
2023-08-18,488500,489450,490400,487210
2023-08-19,487920,488960,490000,487210
2023-08-20,486950,487480,488010,486270
2023-08-21,492730,493075,493420,486950
2023-08-22,490230,491540,492850,490230
2023-08-23,491670,491695,491720,489330
2023-08-24,491670,491670,491670,491670
2023-08-25,489160,490120,491080,488310
2023-08-26,491620,492065,492510,488720
2023-08-27,490130,490875,491620,489430
2023-08-28,490760,491255,491750,489910
2023-08-29,491010,491865,492720,490630
2023-08-30,490200,490605,491010,489300
2023-08-31,490200,490200,490200,490200
2023-09-01,494250,494380,494510,489430
2023-09-02,496660,497575,498490,494250
2023-09-03,496400,497205,498010,495400
2023-09-04,496040,496865,497690,495930
2023-09-05,496040,496040,496040,496040
2023-09-06,495910,496205,496500,494410
2023-09-07,495910,495910,495910,495910
2023-09-08,497840,498910,499980,496890
2023-09-09,496650,497245,497840,496230
2023-09-10,495750,497110,498470,495750
2023-09-11,497000,497150,497300,494160
2023-09-12,499310,499900,500490,497000
2023-09-13,499310,499310,499310,499310
2023-09-16,496030,497145,498260,495840
2023-09-17,495330,495800,496270,493710
2023-09-18,496450,496620,496790,494210
2023-09-19,491150,493800,496450,490300
2023-09-20,493930,494180,494430,491150
2023-09-21,493930,493930,493930,493930
2023-09-22,493580,494000,494420,492750
2023-09-23,493580,493580,493580,493580
2023-09-24,495020,495190,495360,493730
2023-09-25,495020,495020,495020,495020
2023-09-26,494480,494560,494560,494320
2023-09-27,497380,492910,497900,492800
2023-09-28,495380,495380,495380,495380
2023-09-29,496060,496770,497600,495400
2023-09-30,495540,495130,497100,495100
2023-10-01,496500,496970,497500,495600
2023-10-02,496240,495900,496800,495600
2023-10-03,496150,496260,496800,495000
2023-10-04,499010,496710,499100,496700
2023-10-05,498970,498970,498970,498910
2023-10-06,505010,500050,505400,499900
2023-10-07,524400,513590,524600,513360
2023-10-08,527530,530070,536600,526830
2023-10-09,520570,530600,531600,520300
2023-10-10,517730,519100,519600,517300
2023-10-11,515530,516910,517100,513800
2023-10-12,511700,511700,511700,511700
2023-10-13,509410,515090,515100,508800
2023-10-14,507520,508530,508640,507000
2023-10-14,507520,508530,508640,507000
2023-10-14,508520,509950,510100,508100
2023-10-15,502980,506460,506600,502850
2023-10-16,509920,503490,510600,503350
2023-10-17,513360,514030,515100,512350
2023-10-18,512530,514080,514100,512150
2023-10-20,502670,507750,507900,502650
2023-10-21,506380,501470,506600,499850
2023-10-23,506160,507850,507900,506150
2023-10-24,507540,511510,511600,505850
2023-10-25,511860,509090,512100,508850
2023-10-26,516090,512080,516600,511360
2023-10-28,521490,519870,522600,518850
2023-10-29,513390,519360,519600,513350
2023-10-30,514600,511940,514600,510650
2023-10-31,516380,516820,518090,515440
2023-11-01,516860,514980,518100,513650
2023-11-02,521350,518510,521600,518130
2023-11-04,511400,517600,517600,510350
2023-11-05,512360,514570,516100,512350
2023-11-06,513520,514540,514600,512190
2023-11-07,512190,513590,513600,511850
2023-11-08,510520,511790,514600,509850
2023-11-09,513530,514020,514600,513350
2023-11-11,513250,514580,515600,512850
2023-11-12,513370,514980,515100,512550
2023-11-13,511800,513740,513900,510850
2023-11-14,511510,510550,512400,509850
2023-11-15,509070,511550,511600,508850
2023-11-16,509430,510380,510600,508850
2023-11-18,506400,508520,508600,505550
2023-11-19,503040,506650,507400,502850
2023-11-20,504010,501900,504510,501510
2023-11-21,501990,502510,506510,501300
2023-11-22,502190,504470,504510,501510
2023-11-23,503740,502320,504010,501300
2023-11-25,504280,504010,506010,502100
2023-11-26,502510,504010,505510,502000
2023-11-27,504240,504880,505600,501860
2023-11-27,506010,505510,506310,502300
2023-11-29,507010,504160,509510,501500
2023-11-30,506950,507470,508510,506800
2023-12-02,504830,504820,506010,503300
2023-12-03,505910,504750,506910,504300
2023-12-04,506510,505750,506510,505100
2023-12-05,505010,505990,506010,504010
2023-12-06,504240,506310,506310,503050
2023-12-07,505170,505170,505900,504460
2023-12-09,505310,504550,506500,504150
2023-12-10,505350,505410,506200,504150
2023-12-11,506170,505190,506200,504850
2023-12-12,504640,506160,506400,504450
2023-12-13,504460,503980,504700,503450
2023-12-14,504670,504380,505200,503980
2023-12-16,504670,504960,505500,504060
2023-12-17,504670,504130,505190,503950
2023-12-18,502380,503470,504200,501950
2023-12-19,500560,502420,510620,500450
2023-12-21,500760,498390,501680,498160
2023-12-23,503010,503090,504490,502450
2023-12-24,500690,502450,503400,500450
2023-12-25,500890,500890,500890,500890
2023-12-26,501040,500960,503180,500950
2023-12-27,503450,500960,503680,500750
2023-12-28,503190,501510,503680,501510
2023-12-30,506160,505490,507670,504950
2023-12-31,505630,505020,505690,504650
2024-01-01,505980,506160,506680,504450
2024-01-02,506430,505280,506500,504750
2024-01-03,508290,506280,509000,505960
2024-01-04,514170,511290,515080,510850
2024-01-06,509740,511940,513020,508850
2024-01-07,509760,509890,510100,505350
2024-01-08,509490,509560,510100,507870
2024-01-09,514840,509670,515700,509670
2024-01-10,519780,516480,520200,516450
2024-01-11,516020,520960,521680,515650
2024-01-13,524680,517110,525970,517110
2024-01-14,520860,524170,531530,519770
2024-01-15,524630,521910,525100,521810
2024-01-16,529040,526040,529600,525950
2024-01-16,527550,524690,528600,524690
2024-01-16,529040,526040,529600,525950
2024-01-17,536510,530030,537100,529760
2024-01-18,540290,538550,543600,535250
2024-01-20,542230,539030,542600,536470
2024-01-21,539080,541030,542600,537750
2024-01-22,540510,539050,542100,536250
2024-01-23,548920,541350,549100,540760
2024-01-24,556590,549070,556600,548750
2024-01-27,563000,553520,571330,553290
2024-01-28,558630,560470,560590,555810
2024-01-29,582990,562550,583600,562550
2024-01-30,582890,588990,591100,571410
2024-01-31,584030,582390,584600,579270
2024-01-31,578040,582390,587600,577280
2024-02-03,563780,580090,580090,563750
2024-02-04,551370,561290,561570,549760
2024-02-05,550720,550510,552550,543000
2024-02-05,553880,551330,558530,544250
2024-02-07,557380,552300,559100,552250
2024-02-08,556970,557080,557600,556250
2024-02-10,549020,552900,552900,548260
2024-02-11,551370,549900,552600,548750
2024-02-12,551950,551450,555300,550750
2024-02-13,554690,551460,554900,551450
2024-02-14,555800,556770,556770,553950
2024-02-15,560270,557210,560800,556450
2024-02-17,563020,562280,563100,559480
2024-02-18,571300,565310,571400,564810
2024-02-18,570100,565730,571800,565480
2024-02-19,570360,569990,572100,568950
2024-02-20,565060,570340,570600,563450
2024-02-21,570290,567450,572100,567270
2024-02-22,572710,570310,573900,570110
2024-02-24,572670,572580,574400,571950
2024-02-25,580030,572310,580100,572050
2024-02-27,586050,580310,586600,579760
2024-02-28,581090,588080,588600,579260
2024-02-29,584660,581060,585100,580750
2024-03-02,593130,592390,601100,591750
2024-03-03,593390,592990,595600,590750
2024-03-04,605020,598550,605100,598060
2024-03-04,609350,598550,611100,598060
2024-03-06,609890,609370,610600,604150
2024-03-09,605340,608930,609600,603750
2024-03-10,592850,601070,601070,592250
2024-03-11,599410,593320,600100,592550
2024-03-12,597090,598830,599600,595560
2024-03-13,595340,596750,597030,592250
2024-03-14,593800,595330,595340,591900
2024-03-14,595580,595960,596100,592550
2024-03-16,601080,595280,601100,593000
2024-03-17,600260,600250,603600,599750
2024-03-18,603510,600320,604100,600270
2024-03-19,609460,604350,610100,604250
2024-03-23,615900,609280,619100,609250
2024-03-24,618100,608730,618440,608700
2024-03-25,614030,616550,617090,613750
2024-03-26,608380,612600,612600,607870
2024-03-27,613950,608000,614100,607950
2024-03-28,616580,617050,617100,615750
2024-04-02,632900,623120,632900,623000
2024-04-03,634740,627730,634750,627500
2024-04-04,641000,635620,644100,635500
2024-04-06,647000,641400,647050,641300
